Name,Type,Parent Object,Description,IsParent,Associated Parent
OffsetFeature,Object,,,True,OffsetFeature
OffsetFeatureInput,Object,,,True,OffsetFeatureInput
OffsetFeatureInput.classType,Method,OffsetFeatureInput,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatureInput.distance,Property,OffsetFeatureInput,gets and sets the valueinput object that defines the offset distance a positive distance value results in an offset in the positive normal direction of the facesdefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatureInput.entities,Property,OffsetFeatureInput,an objectcollection containing the brepface objects being offsetdefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatureInput.isChainSelection,Property,OffsetFeatureInput,get and sets whether faces that are tangentially connected to the input faces will be included in the offsetdefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatureInput.isValid,Property,OffsetFeatureInput,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatureInput.objectType,Property,OffsetFeatureInput,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatureInput.operation,Property,OffsetFeatureInput,gets and sets the feature operation to perform can be newbodyfeatureoperation or newcomponentfeatureoperationdefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatureInput.targetBaseFeature,Property,OffsetFeatureInput,when creating a feature that is owned by a base feature set this property to the base feature you want to associate the new feature with by default this is null meaning it will not be associated with a base feature because of a current limitation if you want to create a feature associated with a base feature you must set this property and call the startedit method of the base feature create the feature and then call the finishedit method of the base feature the base feature must be in an edit state to be able to add any additional items to itdefined in and the header file is adskfusionfeaturesoffsetfeatureinputh,False,OffsetFeatureInput
OffsetFeatures,Object,,,True,OffsetFeatures
OffsetFeatures.add,Method,OffsetFeatures,creates a new offset featuredefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeatures.classType,Method,OffsetFeatures,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeatures.count,Property,OffsetFeatures,the number of offset features in the collectiondefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeatures.createInput,Method,OffsetFeatures,creates a offsetfeatureinput object use properties and methods on this object to define the offset feature you want to create and then use the add method passing in the offsetfeatureinput object to create the featuredefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeatures.isValid,Property,OffsetFeatures,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeatures.item,Method,OffsetFeatures,function that returns the specified offset feature using an index into the collectiondefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeatures.itemByName,Method,OffsetFeatures,function that returns the specified offset feature using the name of the featuredefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeatures.objectType,Property,OffsetFeatures,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesoffsetfeaturesh,False,OffsetFeatures
OffsetFeature.assemblyContext,Property,OffsetFeature,returns the assembly occurrence ie the occurrence of this object in an assembly this is only valid in the case where this is acting as a proxy in an assembly returns null in the case where the object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.attributes,Property,OffsetFeature,returns the collection of attributes associated with this facedefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.baseFeature,Property,OffsetFeature,if this feature is associated with a base feature this property will return that base feature if its not associated with a base feature this property will return nulldefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.bodies,Property,OffsetFeature,returns the bodies that were modified or created by this feature this works for both parametric and nonparametric features for a basefeature this returns the bodies that are owned by the base featuredefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.classType,Method,OffsetFeature,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.createForAssemblyContext,Method,OffsetFeature,creates or returns a proxy for the native object ie a new object that represents this object but adds the assembly context defined by the input occurrencedefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.deleteMe,Method,OffsetFeature,deletes the feature this works for both parametric and nonparametric featuresdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.dissolve,Method,OffsetFeature,dissolves the feature so that the feature information is lost and only the brep geometry defined by the feature remains this is only valid for nonparametric featuresdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.distance,Property,OffsetFeature,returns the parameter controlling the offset distance you can edit the distance by editing the value of the parameter object a positive value specifies that the offset is in the same direction as the normal direction of the facedefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.entities,Property,OffsetFeature,gets and sets the faces to be offsetdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.errorOrWarningMessage,Property,OffsetFeature,returns the error or warning message in the case where the healthstate property returns either warningfeaturehealthstate or errorfeaturehealthstate otherwise this property returns an empty stringdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.faces,Property,OffsetFeature,returns the faces that were created by this feature this works for both parametric and nonparametric featuresdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.healthState,Property,OffsetFeature,returns the current health state of the featuredefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.isChainSelection,Property,OffsetFeature,get if the faces that are tangentially connected to the input faces if any are also offsetdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.isParametric,Property,OffsetFeature,indicates if this feature is parametric or notdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.isSuppressed,Property,OffsetFeature,gets and sets if this feature is suppressed this is only valid for parametric featuresdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.isValid,Property,OffsetFeature,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.linkedFeatures,Property,OffsetFeature,returns the set of features that are linked to this feature the set of linked features are all of the features that were created in various components as the result of a single feature being created in the user interfacedefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.name,Property,OffsetFeature,returns the name of the feature as seen in the browser nonparametric or in the timeline parametricdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.nativeObject,Property,OffsetFeature,the nativeobject is the object outside the context of an assembly and in the context of its parent component returns null in the case where this object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.objectType,Property,OffsetFeature,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.operation,Property,OffsetFeature,gets the feature operation that was performed when the feature was created either newbodyfeatureoperation or newcomponentfeatureoperationdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.parentComponent,Property,OffsetFeature,returns the parent component that owns this featuredefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.setInputEntities,Method,OffsetFeature,sets the faces and sheet bodies to offsetdefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetFeature.timelineObject,Property,OffsetFeature,returns the timeline object associated with this featuredefined in and the header file is adskfusionfeaturesoffsetfeatureh,False,OffsetFeatures
OffsetStartDefinition,Object,,,True,OffsetStartDefinition
OffsetStartDefinition.classType,Method,OffsetStartDefinition,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesoffsetstartdefinitionh,False,OffsetStartDefinition
OffsetStartDefinition.create,Method,OffsetStartDefinition,statically creates a new offsetstartdefinition object this is used as input when create a new feature and defining the starting conditiondefined in and the header file is adskfusionfeaturesoffsetstartdefinitionh,False,OffsetStartDefinition
OffsetStartDefinition.isValid,Property,OffsetStartDefinition,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesoffsetstartdefinitionh,False,OffsetStartDefinition
OffsetStartDefinition.objectType,Property,OffsetStartDefinition,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesoffsetstartdefinitionh,False,OffsetStartDefinition
OffsetStartDefinition.offset,Property,OffsetStartDefinition,gets the currently defined offset value if the profileplanewithoffsetdefinition object was created statically and is not associated with a feature this will return a valueinput object if the profileplanewithoffsetdefinition is associated with an existing feature this will return the parameter that was created when the feature was created to edit the offset use properties on the parameter to change the value of the parameterdefined in and the header file is adskfusionfeaturesoffsetstartdefinitionh,False,OffsetStartDefinition
OffsetStartDefinition.parentFeature,Property,OffsetStartDefinition,returns the parent feature that this definition is associated with if this definition has been created statically and is not associated with a feature this property will return nulldefined in and the header file is adskfusionfeaturesoffsetstartdefinitionh,False,OffsetStartDefinition
OffsetStartDefinition.profilePlane,Property,OffsetStartDefinition,returns the geometric definition of the profile planedefined in and the header file is adskfusionfeaturesoffsetstartdefinitionh,False,OffsetStartDefinition
OnEdgeHolePositionDefinition,Object,,,True,OnEdgeHolePositionDefinition
OnEdgeHolePositionDefinition.classType,Method,OnEdgeHolePositionDefinition,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturesonedgeholepositiondefinitionh,False,OnEdgeHolePositionDefinition
OnEdgeHolePositionDefinition.edge,Property,OnEdgeHolePositionDefinition,returns the edge the hole is positioned ondefined in and the header file is adskfusionfeaturesonedgeholepositiondefinitionh,False,OnEdgeHolePositionDefinition
OnEdgeHolePositionDefinition.isValid,Property,OnEdgeHolePositionDefinition,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturesonedgeholepositiondefinitionh,False,OnEdgeHolePositionDefinition
OnEdgeHolePositionDefinition.objectType,Property,OnEdgeHolePositionDefinition,returns a string indicating the type of the objectdefined in and the header file is adskfusionfeaturesonedgeholepositiondefinitionh,False,OnEdgeHolePositionDefinition
OnEdgeHolePositionDefinition.planarEntity,Property,OnEdgeHolePositionDefinition,returns the plane that defines the orientation and start of the holedefined in and the header file is adskfusionfeaturesonedgeholepositiondefinitionh,False,OnEdgeHolePositionDefinition
OnEdgeHolePositionDefinition.position,Property,OnEdgeHolePositionDefinition,returns the position of the hole on the edge the hole can be at the start midpoint or end of the edgedefined in and the header file is adskfusionfeaturesonedgeholepositiondefinitionh,False,OnEdgeHolePositionDefinition
OpenDocumentError,Enumerator,,,True,OpenDocumentError
Operation,Object,,,True,Operation
OperationBase,Object,,,True,OperationBase
OperationBase.classType,Method,OperationBase,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
OperationBase.isOptional,Property,OperationBase,gets and sets the optional property value of the operation getssets true if the operation is optionaldefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
OperationBase.isProtected,Property,OperationBase,gets and sets the protected property value of the operation getssets true if the operation is protecteddefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
OperationBase.isSuppressed,Property,OperationBase,gets and sets the suppressed property value of the operation getssets true if the operation is suppresseddefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
OperationBase.isValid,Property,OperationBase,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
OperationBase.name,Property,OperationBase,gets and sets the name of the operation as seen in the browser this name is unique as compared to the names of all other operations in the documentdefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
OperationBase.objectType,Property,OperationBase,returns a string indicating the type of the objectdefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
OperationBase.parentSetup,Property,OperationBase,gets the setup this operation belongs todefined in and the header file is adskcamoperationsoperationbaseh,False,OperationBase
Operations,Object,,,True,Operations
OperationStates,Enumerator,,,True,OperationStates
OperationStrategyTypes,Enumerator,,,True,OperationStrategyTypes
Operations.classType,Method,Operations,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcamoperationsoperationsh,False,OperationStrategyTypes
Operations.count,Property,Operations,the number of items in the collectiondefined in and the header file is adskcamoperationsoperationsh,False,OperationStrategyTypes
Operations.isValid,Property,Operations,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcamoperationsoperationsh,False,OperationStrategyTypes
Operations.item,Method,Operations,function that returns the specified operation using an index into the collectiondefined in and the header file is adskcamoperationsoperationsh,False,OperationStrategyTypes
Operations.itemByName,Method,Operations,returns the operation of the specified name as appears in the browserdefined in and the header file is adskcamoperationsoperationsh,False,OperationStrategyTypes
Operations.objectType,Property,Operations,returns a string indicating the type of the objectdefined in and the header file is adskcamoperationsoperationsh,False,OperationStrategyTypes
OperationTypes,Enumerator,,,True,OperationTypes
Operation.classType,Method,Operation,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.generatingProgress,Property,Operation,gets the toolpath generation progress value for this operationdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.hasToolpath,Property,Operation,gets if a toolpath currently exists has been generated for this operationdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.hasWarning,Property,Operation,gets if problems were encountered when generating the toolpath for this operationdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.isGenerating,Property,Operation,gets if the toolpath is in the process of generatingdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.isOptional,Property,Operation,gets and sets the optional property value of the operation getssets true if the operation is optionaldefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.isProtected,Property,Operation,gets and sets the protected property value of the operation getssets true if the operation is protecteddefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.isSuppressed,Property,Operation,gets and sets the suppressed property value of the operation getssets true if the operation is suppresseddefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.isToolpathValid,Property,Operation,gets if the toolpath for this operation is currently valid has not become invalidated by model changesdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.isValid,Property,Operation,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.name,Property,Operation,gets and sets the name of the operation as seen in the browser this name is unique as compared to the names of all other operations in the documentdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.objectType,Property,Operation,returns a string indicating the type of the objectdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.operationState,Property,Operation,gets the current state of this operationdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.parent,Property,Operation,returns the parent setup folder or pattern for this operationdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.parentSetup,Property,Operation,gets the setup this operation belongs todefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
Operation.strategyType,Property,Operation,gets the strategy type for this operationdefined in and the header file is adskcamoperationsoperationh,False,OperationTypes
OrientedBoundingBox3D,Object,,,True,OrientedBoundingBox3D
OrientedBoundingBox3D.centerPoint,Property,OrientedBoundingBox3D,gets and sets the centerpoint point of the oriented boxdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.classType,Method,OrientedBoundingBox3D,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.contains,Method,OrientedBoundingBox3D,determines if the specified point lies within the oriented bounding boxdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.copy,Method,OrientedBoundingBox3D,create a copy of this oriented bounding boxdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.create,Method,OrientedBoundingBox3D,creates a transient oriented bounding box objectdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.height,Property,OrientedBoundingBox3D,gets and sets the height of the oriented bounding box in centimetersdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.heightDirection,Property,OrientedBoundingBox3D,gets the direction of the height of the oriented bounding box a unit vector is always returneddefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.isValid,Property,OrientedBoundingBox3D,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.length,Property,OrientedBoundingBox3D,gets and sets the length of the oriented bounding box in centimetersdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.lengthDirection,Property,OrientedBoundingBox3D,gets the direction of the length of the oriented bounding box a unit vector is always returneddefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.objectType,Property,OrientedBoundingBox3D,returns a string indicating the type of the objectdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.setOrientation,Method,OrientedBoundingBox3D,sets the orientation of the oriented bouding boxdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.width,Property,OrientedBoundingBox3D,gets and sets the width of the oriented bounding box in centimetersdefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
OrientedBoundingBox3D.widthDirection,Property,OrientedBoundingBox3D,gets the direction of the width of the oriented bounding box a unit vector is always returneddefined in and the header file is adskcoregeometryorientedboundingbox3dh,False,OrientedBoundingBox3D
Palette,Object,,,True,Palette
PaletteDockingOptions,Enumerator,,,True,PaletteDockingOptions
PaletteDockingStates,Enumerator,,,True,PaletteDockingStates
Palettes,Object,,,True,Palettes
PaletteSnapOptions,Enumerator,,,True,PaletteSnapOptions
Palettes.add,Method,Palettes,creates a new palettedefined in and the header file is adskcoreuserinterfacepalettesh,False,PaletteSnapOptions
Palettes.classType,Method,Palettes,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcoreuserinterfacepalettesh,False,PaletteSnapOptions
Palettes.count,Property,Palettes,gets the number of palettesdefined in and the header file is adskcoreuserinterfacepalettesh,False,PaletteSnapOptions
Palettes.isValid,Property,Palettes,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoreuserinterfacepalettesh,False,PaletteSnapOptions
Palettes.item,Method,Palettes,returns the specified palette using an index into the collectiondefined in and the header file is adskcoreuserinterfacepalettesh,False,PaletteSnapOptions
Palettes.itemById,Method,Palettes,returns the palette at the specified iddefined in and the header file is adskcoreuserinterfacepalettesh,False,PaletteSnapOptions
Palettes.objectType,Property,Palettes,returns a string indicating the type of the objectdefined in and the header file is adskcoreuserinterfacepalettesh,False,PaletteSnapOptions
~Information on Pallets,~Miscellaneous,,palettes are very distinct from command dialogs in several ways first palettes are not associated with a command and do not have the same lifetime rules that a command has a palette can be displayed while the user runs commands and interacts with fusion 360 a palette is not even associated with a particular document when a palette is displayed it will remain displayed for the entire fusion 360 session unless you or the user closes it,True,~Information on Pallets
Palette.classType,Method,Palette,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.closed,Event,Palette,this event is fired when the user clicks the close button on the palette you can choose if the close button is available or not when you initially create the palette when a palette is closed it still exists but is change to invisible so you can still interact with it and retrieve any needed information and can make it visible again use the deleteme method to delete the palettedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.deleteMe,Method,Palette,deletes this palette fusion 360 native palettes cannot be deleted use the isnative property to determine if this is a native or api created palettedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.dockingOption,Property,Palette,defines the docking behavior for this palette this controls how the user is allowed to dock the palettedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.dockingState,Property,Palette,gets and sets how the palette is currented dockeddefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.height,Property,Palette,gets and sets the height of the palette setting this property may not always set the height depending on how the palette is docked or snapped the height may not be editabledefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.htmlFileURL,Property,Palette,gets and sets the url to the html file currently being displayed this can be local or on the webdefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.id,Property,Palette,gets the unique language independent id of this palettedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.incomingFromHTML,Event,Palette,this event is fired when the javascript associated with the html calls the adskfusionsenddata function this allows the html to communicate with the addin by passing information to the addindefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.isNative,Property,Palette,indicates if this is one of the standard fusion 360 palettes or a custom palette created through the api if true it is a standard fusion 360 palette and will have some restrictions on changing its properties and cannot be deleteddefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.isValid,Property,Palette,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.isVisible,Property,Palette,gets and sets whether this palette is currently being displayed in the user interfacedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.left,Property,Palette,gets and sets the left side of the palette relative to screen space and in pixels because palettes can be positioned outside of the fusion 360 window a value of zero indicates the left side of the screen and not the fusion 360 windowdefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.name,Property,Palette,gets and set the name of the palette as seen in the user interface the name of native palletes cannot be setdefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.objectType,Property,Palette,returns a string indicating the type of the objectdefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.sendInfoToHTML,Method,Palette,sends the string to the javascript associated with the loaded html a variation of the event handler below should be implemented in the javascript associated with the html to receive the data the event will be triggered by fusion 360 whenever the sendinfotohtml method is called windowfusionjavascripthandler handle functionactionstring datastring confirmaction from fusion actionstring confirmdata from fusion datastring build up json return string var result resultstatus ok var response jsonstringifyresult return response your javascript code should always return something in response because an empty string response is assumed to be a failuredefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.setMaximumSize,Method,Palette,sets the maximum size of the palette the user cannot resize it to be larger than this size this does not change the current size of the palette unless the palette is already larger than this size calling this method and setting the width and height to zero removes the maximum size restrictiondefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.setMinimumSize,Method,Palette,sets the minimum size of the palette the user cannot resize it to be smaller than this size this does not change the current size of the palette unless the palette is already smaller than this size calling this method and setting the width and height to zero removes the minimum size restrictiondefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.setPosition,Method,Palette,sets the position of the palette if the palette is docked or snapped this will result in changing it to be floatingdefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.setSize,Method,Palette,sets the size of the palette this is best used for a floating palette because either the width or height can be locked when a palette is dockeddefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.snapTo,Method,Palette,snaps this palette to another palettedefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.top,Property,Palette,gets and sets the top of the palette relative to screen space and in pixels because palettes can be positioned outside of the fusion 360 window a value of zero indicates the top of the screen and not the fusion 360 windowdefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
Palette.width,Property,Palette,gets and sets the width of the palette setting this property may not always set the width depending on how the palette is docked or snapped the width may not be editabledefined in and the header file is adskcoreuserinterfacepaletteh,False,~Information on Pallets
ParallelConstraint,Object,,,True,ParallelConstraint
ParallelConstraint.assemblyContext,Property,ParallelConstraint,returns the assembly occurrence ie the occurrence of this object in an assembly this is only valid in the case where this is acting as a proxy in an assembly returns null in the case where the object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.attributes,Property,ParallelConstraint,returns the collection of attributes associated with this geometric constraintdefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.classType,Method,ParallelConstraint,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.createForAssemblyContext,Method,ParallelConstraint,creates or returns a proxy for the native object ie a new object that represents this object but adds the assembly context defined by the input occurrencedefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.deleteMe,Method,ParallelConstraint,deletes this constraint the isdeletable property can be used to determine if this constraint can be deleteddefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.isDeletable,Property,ParallelConstraint,indicates if this constraint is deletabledefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.isValid,Property,ParallelConstraint,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.lineOne,Property,ParallelConstraint,returns the first linedefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.lineTwo,Property,ParallelConstraint,returns the second linedefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
